번호,명칭,소재지,지정일
1474-1호,경주이씨 양월문중 고문서 및 향안(慶州李氏 楊月門中 古文書 및 鄕案)(Documents of the Yangwol Branch of the Gyeongju Yi Clan),"경북 경주시 일정로 186, 국립경주박물관 (인왕동,국립경주박물관)",2006년7월 18일지정
1474-2호,경주이씨 양월문중 고문서 및 향안 - 이지대 왕지(慶州李氏 楊月門中 古文書 및 鄕案 - 李之帶 王旨)(Documents of the Yangwol Branch of the Gyeongju Yi Clan),"서울 종로구 새문안로 55, 서울역사박물관 (신문로2가,서울역사박물관)",2006년7월 18일지정
1475호,안압지 출토 금동판 불상 일괄(雁鴨池 出土 金銅板 佛像 一括)(Gilt-bronze Buddha Plaques Excavated from Anapji Pond),"경북 경주시 일정로 186, 국립경주박물관 (인왕동,국립경주박물관)",2006년9월 1일지정
1476호,김시민 선무공신 교서(金時敏 宣武功臣 敎書)(Royal Certificate of Meritorious Subject Issued to Kim Si-min),"경남 진주시 남강로 626-35, 국립진주박물관 (남성동,진주성)",2006년12월 29일지정
1477-1호,채제공 초상 일괄-시복본(蔡濟恭 肖像 一括-時服本)(Portraits of Chae Je-gong),경기 수원시 팔달구 창룡대로 21-0 (매향동) 수원화성박물관,2006년12월 29일지정
1477-2호,채제공 초상 일괄-금관조복본(蔡濟恭 肖像 一括-金冠朝服本)(Portraits of Chae Je-gong),대전 동구,2006년12월 29일지정
1477-3호,채제공 초상 일괄-흑단령포본(蔡濟恭 肖像 一括-黑團領袍本)(Portraits of Chae Je-gong),충남 충남전역,2006년12월 29일지정
1478호,조씨삼형제 초상(趙氏三兄弟 肖像)(Portrait of Three Jo Brothers),서울 종로구,2006년12월 29일지정
1479호,유숙 초상 및 관련 교지(柳潚 肖像 및 關聯 敎旨)(Portrait of Yu Suk and Related Documents),"서울 종로구 효자로 12, 국립고궁박물관 (세종로,국립고궁박물관)",2006년12월 29일지정
1480호,심환지 초상(沈煥之 肖像)(Portrait of Sim Hwan-ji),"경기 용인시 기흥구 상갈로 6, 경기도박물관 (상갈동)",2006년12월 29일지정
1481호,김유 초상(金楺 肖像)(Portrait of Kim Yu),"경기 용인시 기흥구 상갈로 6, 경기도박물관 (상갈동)",2006년12월 29일지정
1482호,이시방 초상(李時昉 肖像)(Portrait of Yi Si-bang),"대전 유성구 노은동길 100, 대전선사박물관 (노은동,대전선사박물관)",2006년12월 29일지정
1483호,이채 초상(李采 肖像)(Portrait of Yi Chae),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",2006년12월 29일지정
1484호,남구만 초상(南九萬 肖像)(Portrait of Nam Gu-man),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",2006년12월 29일지정
1485호,강이오 초상(姜彛五 肖像)(Portrait of Kang I-o),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",2006년12월 29일지정
1486호,이광사 초상(李匡師 肖像)(Portrait of Yi Gwang-sa),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",2006년12월 29일지정
1487호,서직수 초상(徐直修 肖像)(Portrait of Seo Jik-su),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",2006년12월 29일지정
1488호,심득경 초상(沈得經 肖像)(Portrait of Sim Deuk-gyeong),"광주 북구 하서로 110, 국립광주박물관 (매곡동,국립광주박물관)",2006년12월 29일지정
1489호,박유명초상(朴惟明 肖像)(Portrait of Bak Yu-myeong),"경기 수원시 영통구 창룡대로 265, 수원역사박물관 (이의동,수원역사박물관)",2006년12월 29일지정
1490호,이성윤 초상(李誠胤 肖像)(Portrait of Yi Seong-yun),"서울 종로구 효자로 12, 국립고궁박물관 (세종로,국립고궁박물관)",2006년12월 29일지정
1491호,연잉군 초상(延礽君 肖像)(Portrait of Prince Yeoning),"서울 종로구 효자로 12, 국립고궁박물관 (세종로,국립고궁박물관)",2006년12월 29일지정
1492호,철종 어진(哲宗御眞)(Portrait of King Cheoljong),"서울 종로구 효자로 12, 국립고궁박물관 (세종로,국립고궁박물관)",2006년12월 29일지정
1493호,오재순 초상(吳載純 肖像)(Portrait of O Jae-sun),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",2006년12월 29일지정
1494호,황현 초상 및 사진(黃玹 肖像 및 寫眞)(Portrait and Photography of Hwang Hyeon),전남 순천시,2006년12월 29일지정
1495호,윤증 초상 일괄(尹拯 肖像 一括)(Portraits of Yun Jeung),"충남 공주시 연수원길 103, 충남역사문화연구원 (금흥동)",2006년12월 29일지정
1496호,윤급 초상(尹汲 肖像)(Portrait of Yun Geup),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",2006년12월 29일지정
1497호,김시습 초상(金時習 肖像)(Portrait of Kim Si-seup),"서울 종로구 우정국로 55, 견지동",2006년12월 29일지정
1498호,조선후기 문인초상(朝鮮後期 文人 肖像)(Portrait of a Literatus of the Late Joseon Dynasty),부산 남구,2006년12월 29일지정
1499-1호,"이하응 초상 일괄 - 흑단령포본, 금관조복본, 와룡관학창의본, 흑건청포본, 복건심의본(李昰應 肖像 一括)(Portraits of Yi Ha-eung)","서울 종로구 새문안로 55, 서울역사박물관 (신문로2가,서울역사박물관)",2006년12월 29일지정
1499-2호,이하응 초상 일괄 - 금관조복본(李昰應 肖像 一括 - 金冠朝服本)](Portraits of Yi Ha-eung),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",2006년12월 29일지정
1500호,김이안초상(金履安 肖像)(Portrait of Kim I-an),"서울 서대문구 연세로 50, 연세대학교박물관 (신촌동,연세대학교)",2006년12월 29일지정
1501호,이덕성 초상 및 관련자료 일괄(李德成 肖像 및 關聯資料 一括)(Portrait of Yi Deok-seong and Related Relics),"부산 남구 유엔평화로 63, 부산시립박물관 (대연동,부산광역시시립박물관)",2006년12월 29일지정
1502호,전 윤효전 초상(傳 尹孝全 肖像)(Portrait of Yun Hyo-jeon (Presumed)),대구 중구,2006년12월 29일지정
1503호,임장 초상(任章 肖像)(Portrait of Im Jang),"서울 서대문구 연세로 50, 연세대학교박물관 (신촌동,연세대학교)",2006년12월 29일지정
1504호,유언호 초상(兪彦鎬 肖像)(Portrait of Yu Eon-ho),"서울 관악구 관악로 1,103호 동 서울대학교 규장각한국학연구원 (신림동,서울대학교)",2006년12월 29일지정
1505호,"대구 동화사 사명당 유정 진영(大邱 桐華寺 泗溟堂 惟政 眞影)(Portriat of Buddhist Monk Yujeong in Donghwasa Temple, Daegu)","대구 동구 팔공산로201길 41, 동화사 (도학동)",2006년12월 29일지정
1506호,"순천 선암사 선각국사 도선 진영(順天 仙巖寺 先覺國師 道詵 眞影)(Portrait of State Preceptor Seongak in Seonamsa Temple, Suncheon)","전남 순천시 승주읍 선암사길 450, 선암사성보박물관 (죽학리)",2006년12월 29일지정
1507호,"광주 자운사 목조아미타여래좌상 및 복장유물(光州 紫雲寺 木造阿彌陀如來坐像 및 腹藏遺物)(Wooden Seated Amitabha Buddha and Excavated Relics of Jaunsa Temple, Gwangju)","광주 동구 지호로106번길 8-8, 자운사 (지산동)",2006년12월 29일지정
1508호,이성윤 위성공신교서 및 관련유물(李誠胤 衛聖功臣敎書 및 關聯遺物)(Royal Certificate of Meritorious Subject Issued to Yi Seong-yun and Related Relics),인천 부평구,2006년12월 29일지정
569-26호,안중근의사유묵 - 임적선진위장의무(安重根義士遺墨 - 臨敵先進 爲將義務)(Calligraphy by An Jung-geun),경남 창원시 앵곡동 사서함 88-2-6호 해군사관학교박물관,2007년10월 24일지정
894-2호,주범망경(注梵網經)(Annotated Brahmajala Sutra (The Sutra of Brahma's Net)),부산 금정구 범어사로 250 (청룡동),2007년9월 18일지정
1509호,허목초상(許穆 肖像)(Portrait of Heo Mok),"강원 춘천시 우석로 70, 국립춘천박물관 (석사동,국립춘천박물관)",2007년2월 27일지정
1510호,최익현초상(崔益鉉 肖像)(Portrait of Choe Ik-hyeon),"제주 제주시 일주동로 17 (건입동,국립제주박물관)",2007년2월 27일지정
1511호,국조정토록(國朝征討錄)(Gukjo jeongtorok (Records of Wars in the Early Joseon Period)),"경기 성남시 분당구 하오개로 323, 한국학중앙연구원 (운중동)",2007년4월 20일지정
1512호,20공신회맹축 - 영국공신녹훈후(二十功臣會盟軸 - 寧國功臣錄勳後)(Isip gongsin hoemaengchuk (Scroll of Oath-taking Rites by 20 Meritorious Subjects)),"경기 성남시 분당구 하오개로 323, 한국학중앙연구원 (운중동)",2007년4월 20일지정
1513호,20공신회맹축 - 보사공신녹훈후(二十功臣會盟軸 - 保社功臣錄勳後)(Isip gongsin hoemaengchuk (Scroll of Oath-taking Rites by 20 Meritorious Subjects)),"경기 성남시 분당구 하오개로 323, 한국학중앙연구원 (운중동)",2007년4월 20일지정
1514호,"대방광원각수다라요의경 권상1의1(大方廣圓覺修多羅了義經 卷上 一之一)(Mahavaipulya purnabudha Sutra (The Complete Enlightenment Sutra), Part 1-1 of Volume 1)","경기 성남시 분당구 하오개로 323, 한국학중앙연구원 (운중동)",2007년4월 20일지정
1515호,"대불정여래밀인수증요의제보살만행수능엄경 권2, 10(大佛頂如來密因修證了義諸菩薩萬行首楞嚴經 卷二, 十)(Shurangama Sutra (The Sutra of the Heroic One), Korean Translation, Volumes 2 and 10)","경기 성남시 분당구 하오개로 323, 한국학중앙연구원 (운중동)",2007년4월 20일지정
1516호,"김제 귀신사 소조비로자나삼불좌상(金堤 歸信寺 塑造毘盧遮那三佛坐像)(Clay Seated Vairocana Buddha Triad of Gwisinsa Temple, Gimje)","전북 김제시 금산면 청도6길 40, 귀신사 (청도리)",2007년4월 20일지정
1517호,"남원 선국사 건칠아미타여래좌상 및 복장유물(南原 善國寺 乾漆阿彌陀如來坐像 및 腹藏遺物)(Dry-lacquered Seated Amitabha Buddha and Excavated Relics of Seonguksa Temple, Namwon)",전북 남원시 선국사/ 복장유물: 김제시 금산사 성보박물관,2007년7월 13일지정
1518호,"대방광원각수다라요의경 권1(大方廣圓覺脩多羅了義經 卷1)(Mahavaipulya purnabudha Sutra (The Complete Enlightenment Sutra), Volume 1)","서울 종로구 효자로 12, 국립고궁박물관 (세종로,국립고궁박물관)",2007년7월 13일지정
1518-2호,대방광원각수다라요의경(大方廣圓覺脩多羅了義經)(Saddharmapundarika Samadhi (Meditation on the Lotus Stura)),울산 울주군 언양읍 어음리 342 양덕사,2015년4월 22일지정
1519호,"묘법연화경삼매참법 권상(妙法蓮華經三昧懺法 卷上)(Shurangama Sutra (The Sutra of the Heroic One), Volume 1)",대전 유성구,2007년7월 13일지정
1520호,"대불정여래밀인수증요의제보살만행수능엄경 권1(Shurangama Sutra (The Sutra of the Heroic One), Volume 1)","서울 종로구 효자로 12, 국립고궁박물관 (세종로,국립고궁박물관)",2007년7월 13일지정
1521호,"경국대전 권3(經國大典 卷三)(大佛頂如來密因修證了義諸菩薩萬行首楞嚴經 卷1)(Gyeongguk daejeon (National Code), Volume 3)","서울 종로구 효자로 12, 국립고궁박물관 (세종로,국립고궁박물관)",2007년7월 13일지정
1522호,영산회상도(靈山會上圖)(Painting of the Vulture Peak Assembly),"부산 서구 구덕로 255, 부민캠퍼스 동아대학교박물관 (부용동2가,동아대학교)",2007년7월 13일지정
1523호,"경주 불국사 석조(慶州 佛國寺 石槽)(Stone Basin of Bulguksa Temple, Gyeongju)",경북 경주시 진현동 13-5,"2007년9월 11일지정,2010년12월 27일명칭변경"
1524호,"서울 이윤탁 한글영비(서울 李允濯 한글靈碑)(Epitaph of Yi Yun-tak Written in Hangeul (Korean Alphabet), Seoul)",서울 노원구 하계동 12번지,"2007년9월 18일지정,2010년12월 27일명칭변경"
1525호,"금장요집경 권1~2(金藏要集經 卷一~二)(Geumjang yojipgyeong (Collection of the Essentials of Sutras), Volumes 1 and 2)",부산 금정구 범어사로 250 (청룡동),2007년9월 18일지정
1526호,"부산 범어사 목조석가여래삼존좌상(釜山 梵魚寺 木造釋迦如來三尊坐像)(Wooden Seated Sakyamuni Buddha Triad of Beomeosa Temple, Busan)",부산 금정구 범어사로 250 (청룡동),2007년9월 18일지정
1527호,"충주백운암철조여래좌상(忠州白雲庵鐵造如來坐像)(Iron Seated Buddha at Baegunam Hermitage, Chungju)","충북 충주시 엄정면 내창로 617-80, 백운암 (괴동리)",2007년10월 24일지정
1528호,"초조본사두간진일태자이십팔수경(初雕本 舍頭諫晉日太子二十八宿經)(Sadugan Jiniltaeja isippalsugyeong, the First Tripitaka Koreana Edition)","서울 서대문구 연세로 50, 중앙도서관 (신촌동,연세대학교)",2007년10월 24일지정
1529호,"초조본 잡아비담심론 권9(初雕本 雜我毘曇心論 卷九)(Abhidharma sara prakirnaka Sastra (Heart of Scholasticism), the First Tripitaka Koreana Edition, Volume 9)","서울 서대문구 연세로 50, 중앙도서관 (신촌동,연세대학교)",2007년10월 24일지정
1530호,"초조본수용삼수요행법(初雕本 受用三水要行法)(Suyong samsu yohaengbeop (Essential Actions for the Use of Water), the First Tripitaka Koreana Edition)","서울 서대문구 연세로 50, 연세대학교중앙도서관 (신촌동,연세대학교)",2007년10월 24일지정
1531호,영조 기로연·수작연도 병풍(英祖 耆老宴·受爵宴圖 屛風)(Folding Screen of Giroyeondo and Sujagyeondo (Gathering of Elders and Celebration for Granting Titles of Nobility Under King Yeongjo)),"서울 종로구 새문안로 55, 서울역사박물관 (신문로2가,서울역사박물관)",2007년10월 24일지정
1532호,"여주 효종 영릉재실(驪州 孝宗 寧陵齋室)(Tomb Keeper's House at Nyeongneung Royal Tomb, Yeoju)",경기 여주군 능서면 왕대리 산83-1,2007년11월 29일지정
1533호,해동팔도봉화산악지도(海東八道烽火山岳地圖)(Haedong paldo bonghwa sanak jido (Map of Beacon Mounds in the Eight Provinces of Korea)),"서울 성북구 안암로 145, 중앙도서관 (안암동5가,고려대학교안암캠퍼스(인문사회계))",2007년12월 31일지정
1534호,서궐도안(西闕圖案)(Seogwoldoan (Plan of the Western Palace)),"서울 성북구 안암로 145, 고려대학교박물관 (안암동5가,고려대학교안암캠퍼스(인문사회계))",2007년12월 31일지정
1535호,숙빈최씨 소령원도(淑嬪崔氏 昭寧園圖)(Soryeongwondo (Tomb of the Royal Lady Choe)),"경기 성남시 분당구 하오개로 323, 한국학중앙연구원 (운중동)",2007년12월 31일지정
1536호,월중도(越中圖)(Woljungdo (Scenes of Yeongwol)),"경기 성남시 분당구 하오개로 323 (운중동, 한국학중앙연구원)",2007년12월 31일지정
1537-1호,서북피아양계만리일람지도(西北彼我兩界萬里一覽之圖)(Seobuk pia yanggye malli illam jido (Comprehensive Map for Defense of West and North Border)),서울 서초구 반포대로 201 국립중앙도서관,2007년12월 31일지정
1538호,동국대지도(東國大地圖)(Dongguk daejido (Great Map of the Eastern State)),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",2007년12월 31일지정
1539호,봉래유묵(蓬萊遺墨)(Bongnae yumuk (Calligraphy by Yang Sa-eon)),"서울 서대문구 연세로 50, 연세대학교중앙도서관 (신촌동,연세대학교)",2007년12월 31일지정
1540호,청자 표주박모양 주전자(靑磁 瓢形 注子)(Celadon Gourd-shaped Ewer),"서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",2007년12월 31일지정
1541호,분청사기 상감모란양류문 병(粉靑沙器 象嵌牡丹楊柳文 甁)(Buncheong Bottle with Inlaid Peony and Willow Design),"서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",2007년12월 31일지정
