title,address,telNo
별헤는밤,강원특별자치도 철원군 동송읍 담터길 164,033-455-9881
쌍둥이네흙집펜션,전라남도 여수시 돌산읍 돌산로 1622-24,061-644-9797
뉴 동해 관광호텔,강원특별자치도 동해시 평릉길 1,033-533-9215
진동너와촌 해마루펜션,강원특별자치도 인제군 기린면 설피밭길 395-49,033-463-6755
블루라군 펜션,충청남도 태안군 이원면 원이로 2771-226,041-675-0045
휴양림펜션,충청남도 태안군 안면읍 송림길 21,041-674-3708
제주애 펜션,제주특별자치도 서귀포시 성산읍 일주동로 5047,010-3668-3045
인천에어텔,인천광역시 중구 신도시남로149번길 3,032-751-0006
의성소우당,경상북도 의성군 산운마을길 55  ,"054-834-7762, 010-5246-7762"
거제삼성호텔,경상남도 거제시 장평3로 80-37,055-631-2114
이비스 스타일 앰배서더 서울 강남,서울특별시 강남구 삼성로 431,02-3011-8888
제주팔레스호텔,제주특별자치도 제주시 탑동로 9,064-753-8811
제주 금강산콘도,제주특별자치도 제주시 한림읍 협재로 210-18,064-795-7800
금호통영마리나리조트,경상남도 통영시 큰발개1길 33,055-643-8000
리츠모텔,인천광역시 서구 칠천왕로7번길 19,0507-1399-2521
엘디스 리젠트 호텔,대구광역시 중구 달구벌대로 2033,053-253-7711
채석포펜션,충청남도 태안군 근흥면 용도로 212-1,041-674-7750
산수애,강원특별자치도 영월군 남면 뒷개길 164,033-372-3400
호텔 금오산,경상북도 구미시 금오산로 400,054-450-4000
AW호텔,대구광역시 달서구 성서로 413,053-589-6700
핀란드빌리지,경상남도 거제시 동부면 구천1길 13,0507-1307-0818
꿈속에 그린 펜션,강원특별자치도 횡성군 둔내면 두원2길 45-20,010-9100-9949
베니키아 스위스로젠 호텔 (경주),경상북도 경주시 보문로 465-37,054-748-4848
참샘산방펜션,경상남도 함양군 마천면 백무동로 327,055-962-5332
샘모루펜션,제주특별자치도 서귀포시 염돈로28번길 11,064-739-9756
연우펜션,경상남도 하동군 화개면 화개로 1433,055-884-2080
비울채울,제주특별자치도 서귀포시 검은여로130번길 73,010-8824-5469
강촌 느티나무마을펜션,강원특별자치도 춘천시 남산면 강촌로 80-1,전화번호 없음
AM호텔,강원특별자치도 평창군 대관령면 송천길 30,전화번호 없음
세인트 제임스 삼청[한국관광 품질인증/Korea Quality],서울특별시 종로구 삼청로 78,02-742-4628(내선 207)
이매진나미[한국관광 품질인증/Korea Quality],강원특별자치도 춘천시 남이섬길 1 남이섬,010-9299-2045
송도반도명소,부산광역시 서구 암남동 일대,051-888-3636
다산생태공원,경기도 남양주시 조안면 다산로747번길 11,031-590-8634
북악산생태탐방로,서울특별시 종로구 평창동 일원,02-2241-3692
곡성섬진강물따라300리나들길1,전라남도 곡성군 오곡면 기차마을로 232,061-360-8379
소백산자락길 동무삼기,경상북도 영주시 선비로 213,054-633-5636
[백년가게]만석장,서울특별시 은평구 대서문길 43-10,02-385-2093
오션숯불갈비,강원특별자치도 고성군 죽왕면 삼포해변길 9,1666-1243
카카오프렌즈 홍대 플래그십 스토어,서울특별시 마포구 양화로 162,02-6010-0104
통영조개나라,경상남도 통영시 미우지해안로 125,055-646-6180
새풍화식당,경상남도 통영시 원문로 47-1,"055-645-9214
"
도남가든,경상남도 통영시 도남로 292,"055-641-0016
"
조금마루,울산광역시 울주군 삼남면 서상평강변길 9,052-263-7060
V온천모텔,울산광역시 울주군 상북면 알프스온천2길 10,052-254-1700
명촌순두부보쌈,울산광역시 북구 명촌로 7,052-283-1300
진갈비,전북특별자치도 군산시 구영1길 108-7,063-446-7707
파이체르(구 짬모텔),전북특별자치도 군산시 미원1길 9,063-442-9337
하늘정원,경상남도 창원시 성산구 안민로117번길 26,"055-285-8529
"
[착한가게] 구구장어구이,경상남도 창원시 성산구 외동반림로126번길 57-1,055-261-4794
장난감나라 오류점,서울특별시 구로구 경인로20가길 38 (오류동),"02-2611-3202
"
전주한옥마당 [한국관광 품질인증/Korea Quality],전북특별자치도 전주시 완산구 전주천동로 80-13,010-9494-4579 
[백년가게]언양한우불고기,울산광역시 울주군 언양읍 헌양길 87-3,052-262-0376
[백년가게]더리미집,인천광역시 강화군 선원면 해안동로 1219,032-932-0787
보금자리,전라남도 강진군 달빛한옥길 55  ,010-4714-1951
화이트캐빈 [한국관광 품질인증/Korea Quality],강원특별자치도 평창군 봉평면 태기로 93,010-2340-1347
그리움카페,경기도 시흥시 동서로857번길 28-6,031-439-3302
물레책방,대구광역시 수성구 달구벌대로492길 15,053-753-0423
방천시장,대구광역시 중구 달구벌대로446길,
화림정 민박(경주화림정한옥민박),경상북도 경주시 첨성로 177-3,
영천 홀스파크,경상북도 영천시 삼밭골길 107,
여의도 양꼬치,"서울특별시 영등포구 국제금융로6길 30, 2층",02-785-8885
최다연샤브샤브,광주광역시 서구 풍암1로21번길 3-16 1층,062-655-7555
두암골설렁탕,광주광역시 북구 서방로107번길 88,062-262-0786
부여한옥,충청남도 부여군 부여읍 뒷개로 9,010-4311-2792
미가촌,강원특별자치도 평창군 대관령면 차항길 22-2,033-335-6134
큰집반점,강원특별자치도 횡성군 횡성읍 횡성로 67,0507-1322-9344
대중반점,강원특별자치도 횡성군 공근면 학담시장길 5,033-342-3036
대화장터 가는길,강원특별자치도 평창군 대화면 상송빈1길 19-11,"평창군 관광안내센터 033-330-
평창군 문화관광과 033-330-"
경천섬카페,경상북도 상주시 도남2길 174,
왕의지밀 고종관 [한국관광 품질인증/Korea Quality],전북특별자치도 전주시 완산구 춘향로 5218-8  ,063-284-1004
에스타시옹1913 [한국관광 품질인증/Korea Quality],전라남도 목포시 해안로177번길 13,
철원 농산물검사소,강원특별자치도 철원군 철원읍 외촌리 620-1,
카페 오르골,경기도 이천시 신둔면 도자예술로62번길 27-17,0507-1371-5021
쾨닉 서울,서울특별시 강남구 압구정로 412,
목은이색기념관,경상북도 영덕군 영해면 괴시리 341,
음성 수정산성,충청북도 음성군 음성읍 읍내리,음성군 문화체육관광과 043-871-3542
원평해수욕장,전라남도 신안군 비금면 원평해수욕장길 64,전화번호 없음
레저캠프,경기도 가평군 청평면 고성리 580 ,0507-1418-8458
카페라미닥,경상북도 포항시 남구 상공로257번길 35-3,054-284-2227
카누글램핑펜션,강원특별자치도 화천군 사내면 포화로 1004-21,010-5424-4544
선바위자연캠핑장,강원특별자치도 횡성군 갑천면 병지방리 산20-9,전화번호 없음
강원평화누리길 12코스 양구 펀치볼길,강원특별자치도 양구군 양구읍 관공서로 38,
소풍가는날펜션 오토캠핑장,충청북도 제천시 백운면 덕동로 131,"043-643-5794
"
용추돌모리캠핑장,경상남도 함양군 안의면 하원리 1565-1번지 ,010-4155-7124
다산 문화공원,경상북도 고령군 다산면 사문나루1길 17,
더하루야영장,전북특별자치도 무주군 무풍면 구천동로 543,063-322-2311
대호레져글램핑,충청북도 충주시 동량면 미라실로 691,043-852-4118
강원평화누리길 18코스 고성 거진명태고향길,강원특별자치도 고성군 간성읍 고성중앙길 9,
룰루랄라캠핑장,경상북도 영덕군 창수면 오서로 471,"054-734-5819
"
사과향기캠핑장,경상남도 밀양시 산내면 얼음골옛길 347-12,"055-356-0000
"
북리지,경기도 용인시 처인구 남사읍 형제로17번길 78,
샌드힐카페,충청남도 태안군 원북면 신두해변길 87,
변산리조트,전북특별자치도 부안군 변산면 격포로 453-10,
샛바람소릿길,경상남도 거제시 일운면 구조라로8길 3,
J캠핑장,강원특별자치도 홍천군 내면 소한동길 301,
바다위에코끼리,제주특별자치도 제주시 한림읍 협재1길 27-6,
수희재 캠프,강원특별자치도 영월군 무릉도원면 무릉법흥로 1078-20,010-3770-5096
카페소요		,경기도 광주시 순암로 236-18,031-769-9315
염치저수지,충청남도 아산시 염치읍 동정길 159-4,
해풍가마솥,부산광역시 기장군 기장읍 연화1길 67,
흥부가,경기도 안양시 만안구 삼막로 34-15,031-472-0100
와라캠핑장,강원특별자치도 인제군 상남면 내린천로 2181,"010-4230-2178
"
러브팩토리펜션캠핑장,강원특별자치도 정선군 남면 광락로 519,
북극곰 야영장,강원특별자치도 평창군 봉평면 흥정계곡길 313-3,"033-333-2019
"
한송오토캠핑장,경기도 가평군 설악면 묵안리 171-4,
겟댓샷(Get That Shot),서울특별시 영등포구 경인로 846,
베니스펜션,강원특별자치도 평창군 봉평면 흥정계곡길 130,
탑코리아수상레저,경기도 가평군 설악면 미사리로645번길 258,
아벨,경기도 남양주시 와부읍 팔당로 124,"031-576-7201
"
이스턴파크,강원특별자치도 평창군 봉평면 안흥동1길 47,전화번호 없음
두루터,경기도 안양시 만안구 병목안로 286,031-445-2299
소나무집,서울특별시 서초구 식유촌길 71,
클럽보드힐링리조트,경기도 가평군 가평읍 북한강변로 214,
엠엘피서프(엠엘피서핑),충청남도 태안군 소원면 만리포2길 172,0507-1305-5199
카페라봉,인천광역시 중구 용유서로174번길 54,010-7295-8998
심학산장어,경기도 파주시 돌곶이길 135,031-957-9205
초평골		,경기도 의왕시 천왕골길 22,"031-461-0702
"
옥천면옥,광주광역시 북구 무등로 144,
외갓집,충청북도 충주시 신니면 신덕로 265,
카페 아다마스253,경기도 파주시 탄현면 헤이리마을길 47,031-949-1296
진미식당,서울특별시 마포구 마포대로 186-6,
코유,경기도 이천시 신둔면 경충대로 3234,
봉평궁,강원특별자치도 평창군 봉평면 기풍3길 27,
호반닭갈비,강원특별자치도 평창군 평창읍 백오1길 25-6,033-332-0522
장평메밀막국수,강원특별자치도 평창군 용평면 경강로 1655,
카페너츠 ,강원특별자치도 평창군 용평면 금송길 1,0507-1378-9623
별돈별 협재해변점,제주특별자치도 제주시 한림읍 협재1길 4,
마루나키친,제주특별자치도 제주시 한경면 금등4길 11,
수질정화공원,경상남도 양산시 동면 강변로 54,
신세계수상레져,경기도 남양주시 화도읍 북한강로 1138-24,"031-591-9235
"
충신시장,서울특별시 종로구 충신동 31-1,02-764-1964
봉브라더스 본점,서울특별시 강남구 강남대로118길 39,
해담꽃게,충청남도 태안군 안면읍 안면대로 2703,
부명칼국수,강원특별자치도 삼척시 사대길 43,033-574-8514
팔도면가,강원특별자치도 평창군 평창읍 노성2길 53,0507-1402-5975
남우수산횟집,강원특별자치도 평창군 용평면 운두령로 714-52,033-332-4521
장사도대포크루즈,경상남도 거제시 남부면 대포길 77,
카페마커모얘,강원특별자치도 평창군 미탄면 미탄중앙로 3,010-7331-1704
섬진강천적곤충관 (섬진강기차마을생태학습관),전라남도 곡성군 오곡면 기차마을로 232,061-360-8644
사계절횟집,전라남도 곡성군 오곡면 대황강로 1589,
제주호랭이 사계점,제주특별자치도 서귀포시 안덕면 사계로 3,0507-1426-6211
수달관찰대,전라남도 구례군 토지면 금내리,061-780-2430
하죽마을,전라남도 구례군 토지면 대내길 62-5,"061-781-0850
"
꽃님,경상남도 하동군 화개면 원탑1길 35,
야은역사체험관,경상북도 구미시 남통동 산24-5,"054-480-2690 
"
늘솔길캠핑장,강원특별자치도 춘천시 동면 야시대로 1502,033-251-7722
성보촌 캠핑장,경상북도 문경시 호계면 상무로 377,
다송헌체험농장,경상남도 함양군 안의면 율림길 19,
대장마을		,경상남도 산청군 금서면 친환경로2506번길 85,"055-970-8201
"
단천계곡(지리산단천마을계곡),경상남도 하동군 화개면 단천길 156,
공천포식당,제주특별자치도 서귀포시 남원읍 공천포로 89,"064-767-2425
"
사수항,제주특별자치도 제주시 서해안로 319,
백자동캠핑장,경기도 가평군 북면 가화로 2575-22,
지리산 황전마을,전라남도 구례군 마산면 황전3길 11,
난동마을,전라남도 구례군 광의면 난동길 40,구례군청 061-782-2014
남가람박물관,경상남도 진주시 내동면 칠봉산길 190,055-762-8380
용소계곡,경상남도 사천시 사남면 종천리 657,
모모카라반,인천광역시 옹진군 영흥면 영흥로757번길 176,
포유풀빌라펜션,경상북도 경주시 천북면 목실길 27-67,070-4468-1609
아델리아,경상북도 경주시 하동분접안길 14-13,
하이락,충청북도 제천시 봉양읍 국사봉로 261,
내송마을,전북특별자치도 남원시 주천면 내송길 32-5,"063-625-7006
"
